ID,Department Custodian,Department Name of Data System,Purpose,General description of categories or types of data,Vendor,Product,Frequency Data Collected,Frequency Data Updated,Data Classification - High,Data Classification - Low
MYR-0012-S,Mayor,SFRA Homeownership Database,Used to research archived property and household data on former Redevelopment Agency affordable ownership units.,Property and household data on former Redevelopment Agency affordable restricted ownership units,Microsoft,MS Access,Not updated (historical only),Not updated (historical only),Level 3 - Sensitive,Level 3 - Sensitive
MYR-0013-S,Mayor,Displaced Tenant Housing Preference Program Database,Used to track households that have applied for the DTHP housing preference programs.,"DTHP applicant information (name, contacts, displacement address, type of displacement, displacement address history, statistical information, DOB, gross income, household size and income, and primary language); Certificate Information (issue and expiration date); Information about affordable housing obtained with DTHP Certificate. Demogrpahics including SOGI.",Salesforce,Salesforce CRM,Continuous,Continuous,Level 3 - Sensitive,Level 3 - Sensitive
MYR-0014-S,Mayor,Database of Affordable Housing Listings Information Application (DAHLIA),DAHLIA is a comprehensive platform supporting all City-sponsored affordable housing and programs,"Applicant and Household information (names, contacts, finances, preferences), Property and Listing information (addresses, contacts, features, units details, supportive services, listing and lottery details), Preference Program details, Applications information, Lender uploads of lending docs",Salesforce,Salesforce CRM,Continuous,Continuous,Level 3 - Sensitive,Level 3 - Sensitive
ADM-0140-S,GSA - City Administrator's Office,Open Data Publishing Management System,Inventory of City systems and datasets,Datasets and systems maintained by the City and County per the requirements laid out in local admin code Chapter 22D and the CA SB272.,Airtable,Airtable,As Needed,As Needed,Level 1 - Public,Level 1 - Public
MYR-0017-S,Mayor,Applicant Lottery Lists,Used to track applicants to individual MOHCD afforable housing project lotteries.,"Name of project holding lottery; Applicant information (name, contacts, address history, head of household, statistical information, DOB, gross income, household size and income, and primary language); Certificate(s) Information (issue and expiration date)  Demogrpahics including SOGI.",Microsoft,MS Excel,Continuous,Continuous,Level 3 - Sensitive,Level 3 - Sensitive
MYR-0018-S,Mayor,Affordable Housing Lottery Calendar,"Used to track lotteries for affordable housing units and to track non-identifiable applicant information about lottery applicants, such as how many applicants applied in each lottery preference category.",Name of project holding lottery and date; Count of lottery applicants; Counts of units held for each lottery preference; counts of applicants for each lottery preference area,Microsoft,MS Excel,Continuous,Continuous,Level 1 - Public,Level 1 - Public
MYR-0019-S,Mayor,Mortgage Credit Certificate Database,Used to track households that have applied for or received the Mortgage Credit Certificate (MCC).,"Applicant and borrower data (name, contacts, displacement address, address history, head of household, statistical information, DOB, gross income, household size and income, and primary language) for the MCC program. Demogrpahics including SOGI.",Microsoft,MS Excel,Continuous,Continuous,Level 3 - Sensitive,Level 3 - Sensitive
MYR-0020-S,Mayor,Homeowner Emergency Loan Program (HELP),Used to track households that have applied for or received MALP assistance.,Data on households that have applied for or received HELP assistance.,Microsoft,MS Access,Continuous,Continuous,Level 3 - Sensitive,Level 3 - Sensitive
MYR-0021-S,Mayor,Elevator Repair Program Database,"Used to track data on loans provided by MOHCD to property owners for the Elevator Repair Program (ERP); also tracks existing, completed and pipeline projects.","Property information, underwriting, income & property eligibility, rebate summary, project summary, recorded document information.",Microsoft,MS Access,Continuous,Continuous,Level 1 - Public,Level 1 - Public
MYR-0022-S,Mayor,SFRA Housing Asset Transfer List,Used to research property level information on former Redevelopment Agency inclusionary housing units prior to dissolution,Property level information on former Redevelopment Agency inclusionary housing units prior to dissolution,Microsoft,MS Excel,Not updated (historical only),Not updated (historical only),Level 1 - Public,Level 1 - Public
MYR-0023-S,Mayor,Small Sites Program Pipeline Database,Track progress on active Small Sites Program projects and occupant data,"Location of project, number of units, project sponser, project cost, lender information, and project budget. Demogrpahics including SOGI.",Microsoft,Excel,Continuous,Continuous,Level 3 - Sensitive,Level 3 - Sensitive
MYR-0025-S,Mayor,Master BMR Rentals,"Used to track BMR rental household data. Used for multiple purposes, from sending monitoring reports to researching households characteristics.","BMR renter household information (name, contacts, address history, head of household, statistical information, DOB, gross income, household size and income, etc.). Demogrpahics including SOGI.",Microsoft,Excel,Continuous,Continuous,Level 3 - Sensitive,Level 3 - Sensitive
MYR-0026-S,Mayor,Final Combined BMR Universal DB NEW & Final BMR Universal ARCHIVE ONLY,"Used to track BMR buyer household data. Used for multiple purposes, from sending monitoring reports to researching households characteristics.","BMR buyer household information (name, contacts, address history, head of household, statistical information, DOB, gross income, household size and income, loan characteristics, etc.). Demogrpahics including SOGI.",Microsoft,Excel,Continuous,Continuous,Level 3 - Sensitive,Level 3 - Sensitive
MYR-0027-S,Mayor,HBMR Development Database,"Used to track developments restricted under Planning Code Section 415/Inclusionary Housing Program, the Condo Conversion BMR Program, and all OCII ownership and OCII inclusionary rental programs monitored by the HBMR team","Planning and Project Data, including Marketing Status, HMBR Program, Building Name, Buidling Address.",Microsoft,Excel,Continuous,Continuous,Level 1 - Public,Level 1 - Public
ADM-0141-S,GSA - City Administrator's Office,Socrata Open Data,Open data platform,Stores publicly shareable data for use by departments and the public,Tyler Technologies,Socrata Publica (Open Data),Daily,Daily,Level 1 - Public,Level 1 - Public
OCC-0001-S,Department of Police Accountability,Case/Supervisor Tracking and Investigator Case Browser Systems,,"Data about all complainants, officers, allegations, events/deadlines, findings, outcomes etc. within cases.",Microsoft,MS Access,As Needed,As Needed,,
PAB-0001-S,Board of Appeals,Appeal Management Database,"Used to process, track and report on appeals.",Appeals and Jurisdiction data filed with the Board,Microsoft,MS SQL Server,Continuous,Continuous,Level 2 - Internal Use,Level 1 - Public
PDR-0001-S,Public Defender,hubDATA,Help us keep track of cases handled,Public Defender's work product and case outcome reporting system.,Microsoft,MS Access,Continuous,Continuous,Level 4 - Protected,Level 4 - Protected
PDR-0003-S,Public Defender,Investigation,Help us keep track of investigation requests,"Database of investigation requests submitted by the attorney to the investigator, outlining the work requested and due dates.",Microsoft,MS Access,Continuous,Continuous,Level 4 - Protected,Level 4 - Protected
POL-0001-S,Police Department,Crime Data Warehouse,SFPD incident report writing/reporting system,"The department depends on Oracle, an object rational database, for different enviroments that members access to enter and/or retrieve various information.",Oracle,Oracle,Continuous,Continuous,Level 3 - Sensitive,Level 3 - Sensitive
POL-0002-S,Police Department,CABLE,Report Management System,"It is the Departments crime reporting system. An electronic data storage system for all offenses reported to the SFPD, CABLE is designed to capture and store information about offenses, suspects, victims, and offense location. This systems has been utilized for over 30 years to pull old incident reports. This system is relied upon by the Court system because the courts, the district attorney, the probation department has to draw information from the Department's record management system in order to do their job properly.",Legacy Record Management System,Custom,Daily,Daily,Level 3 - Sensitive,Level 3 - Sensitive
POL-0003-S,Police Department,Laserfiche,System of record,"System for scanning, sorting and imagining Incident Reports.",Laserfiche,Laserfiche,Daily,Daily,Level 3 - Sensitive,Level 3 - Sensitive
POL-0004-S,Police Department,Traffic and Pedestrian Stops,To collect and report data on stops. This is a subset of Crime Data Warehouse.,"The department depends on Oracle, an object rational database, for different enviroments that members access to enter and/or retrieve various information.",Oracle,Oracle DB,Daily,Daily,Level 3 - Sensitive,Level 3 - Sensitive
PRT-0001-S,Port,Lease Management,Port's lease management and billing system,Lease details and billing information,AirIT,PROPWorks 7.4,Continuous,Continuous,Level 3 - Sensitive,Level 3 - Sensitive
PRT-0002-S,Port,Permit Management,Permitting and code enforcement tool,Port's Engineering and Encroachment permit data,Accela,Land Management,Continuous,Continuous,Level 1 - Public,Level 1 - Public
PRT-0004-S,Port,Enterprise Asset Management,E-Business management platform used for managing maintenance of assets,Management of various Port assets and work requisition and scheduling for the Port maintenance staff,Oracle,EBS eAM,Continuous,Continuous,Level 3 - Sensitive,Level 3 - Sensitive
PRT-0005-S,Port,Geographic Information system,Mapping and spatial data analytics program,Management of Port facilities and parcels,ESRI,GIS,Continuous,Continuous,Level 3 - Sensitive,Level 1 - Public
PRT-0006-S,Port,Document Management,Document management software,Storing and managing of CAD files,Docuware,Docuware,Continuous,Continuous,Level 2 - Internal Use,Level 2 - Internal Use
PRT-0007-S,Port,Harbor berth management and scheduling,"A program used to streamline and market marina services, reservations and paymemnts",South Beach Harbor berth records,Nautical Software Solution,The Marina Program,Continuous,Continuous,Level 2 - Internal Use,Level 2 - Internal Use
PRT-0008-S,Port,Cruise Schedule,Spreadsheet program,Listing of Cruise calls at the San Francisco Port,Microsoft,MS Excel,Continuous,Continuous,Level 1 - Public,Level 1 - Public
PRT-0009-S,Port,Maritime Statistical Reports,Spreadsheet program,Cargo Tonnage and Passenger statistics data,Microsoft,MS Excel,Continuous,Continuous,Level 1 - Public,Level 1 - Public
PUC-0002-S,Public Utilities Commission,Aclara Star Automated Water Meter System,Used to collect water consumption,Collection of Water Consumption from Smart Meters.,Aclara,Aclara Star,Continuous,Continuous,Level 3 - Sensitive,Level 1 - Public
PUC-0003-S,Public Utilities Commission,Energy Trading and Risk Management,Used for acquisition and load bearing of power,Power Scheduling Software/Electric Settlements,Power Settlement (&) Energy Exemplar,SettleCore (&) Plexos,Continuous,Continuous,Level 3 - Sensitive,Level 3 - Sensitive
PUC-0011-S,Public Utilities Commission,CCAMS,Used to monitor water quality between main and point of delivery,Customer Cross Connection Backflow Device Tracking,Developed in-house,Cross Connection Assembly Management System,Continuous,Continuous,Level 3 - Sensitive,Level 1 - Public
PUC-0012-S,Public Utilities Commission,Currents (Intranet),Department's Intranet,SFPUC Intranet (in house developed),Developed by a consultant,SharePoint,Continuous,Continuous,Level 3 - Sensitive,Level 1 - Public
PUC-0013-S,Public Utilities Commission,eDNA/IPP by InStep,Historical operations data repository,SFPUC-wide Supervisory Control And Data Acquisition operations data Historian,InStep,eDNA,Continuous,Continuous,Level 3 - Sensitive,Level 1 - Public
PUC-0014-S,Public Utilities Commission,EJWard,Used to track fuel consumption,"Fuel Consumption Tracking (including gasoline, deisel and electric)",Oracle,EJWard,Daily,Daily,Level 3 - Sensitive,Level 1 - Public
PUC-0015-S,Public Utilities Commission,Energy Accounting,Used to perform accounting of energy resources,Energy Use and Efficiency Monitoring,EnergyCAP Inc.,Energy/CAP Enterprise,Daily,Daily,Level 3 - Sensitive,Level 3 - Sensitive
PUC-0019-S,Public Utilities Commission,Form 11,Operations summary for Hetch Hetchy Water & Power,HHWP Operations Summary,Developed in-house,Not Applicable,Daily,Daily,Level 3 - Sensitive,Level 1 - Public
PUC-0022-S,Public Utilities Commission,Agile Fleet Commander,Fleet scheduling system,Fleet Management,Agile Access Control,Agile Fleet Commander,Continuous,Continuous,Level 3 - Sensitive,Level 1 - Public
PUC-0025-S,Public Utilities Commission,GoSolarSF,Project management resources for solar installation projects,Special Projects - Power (in house developed),Developed in-house,GoSolarSF,Daily,Daily,Level 1 - Public,Level 1 - Public
PUC-0042-S,Public Utilities Commission,Position Control System,Employee and position inventory system,Personnel Position Control System,Developed in-house,Position Control System,Continuous,Continuous,Level 3 - Sensitive,Level 1 - Public
PUC-0043-S,Public Utilities Commission,Power MDMS (Hetch Hetchy DataMart),Water and power generation data,Hydrologic and Power Gen  eration Database,Developed in-house,Power MDMS,Continuous,Continuous,Level 3 - Sensitive,Level 1 - Public
PUC-0052-S,Public Utilities Commission,Solar & Weather Monitoring,Solar and weather monitoring system,Database for Solar Power and Select Weather Data Tracking,Campbell Scientific,Loggernet,Daily,Daily,Level 3 - Sensitive,Level 1 - Public
PUC-0053-S,Public Utilities Commission,TimeLive,Tracks consultant time for Infrastructure Enterprise,Infrastructure time system for contractors and consultants,LiveTecs,TimeLive,Continuous,Continuous,Level 3 - Sensitive,Level 1 - Public
PUC-0054-S,Public Utilities Commission,Track-It,Database of IT Help Desk activity,IT Help Desk Software,Track-It,Track-It,Continuous,Continuous,Level 3 - Sensitive,Level 1 - Public
PUC-0061-S,Public Utilities Commission,SEWNODE,Infrastructure asset management,Tracking the location and general characteristics of drain and inlets to the sewer system.,Oracle,Oracle DB,Daily,Daily,Level 3 - Sensitive,Level 1 - Public
PUC-0063-S,Public Utilities Commission,EI Server,Monitoring of large meters,Large Electric Meter Monitoring,Noneywell,EI Server,Daily,Daily,Level 3 - Sensitive,Level 1 - Public
REC-0001-S,Recreation and Parks,Comet 4,Database used to track and estimate the Facility Condition Index of RPD facilities,"A summary of RPD building inventory, an assessment of their physical condition, and cost estimates of needed capital improvements (COMET = Condition Management Estimation Technology).",Parsons Corp,COTS,Not updated (historical only),Not updated (historical only),Level 1 - Public,Level 1 - Public
REC-0002-S,Recreation and Parks,CLASS,"Issuance of and payment collection for permits issued for the use of RPD sports fields, parks, and facilities","Permit Date, facility/property, and cost; name/organization of permittee",Active Network,COTS,Quarterly,Quarterly,Level 1 - Public,Level 1 - Public
REC-0003-S,Recreation and Parks,Contracts,Database used to track purchase orders,Vendor information; product information; product cost information,Microsoft,Microsoft Access,Hourly,Hourly,,
REC-0008-S,Recreation and Parks,MSDSTS,"Inform employees of cleaning products, fertilizers, herbicides and other products with chemical components that are approved for use, and inform employees of any safety measures or precautions associated with their application","Material Safety Data Sheet: List of chemicals pre-approved for purchase. Information includes Product Name(s), Manufacturer, Approved Uses, safety considerations, and approval date(s)",Microsoft,MS Excel,Quarterly,Quarterly,Level 2 - Internal Use,Level 2 - Internal Use
REC-0009-S,Recreation and Parks,EHS,"Database used to track damage claims against the department, adverse safety incidents, temporary work assignemnts for injured employees, and employee workplace injuries and illnesses","Employee workplace Injury and Illness reports and public property/safety incident reports; data includes 1) date, time & place of incident, 2) explanation of incident, 3)symptoms of incident, 4) witnesses, 5) summary data of Temp Work Assignments and associated cost/savings",Microsoft,MS Excel,As needed,As needed,Level 4 - Protected,Level 4 - Protected
REC-0012-S,Recreation and Parks,Personnel,Database used to track employee trainings and position appointments,Employee ID info; training requirements; categoricals for whether requirements have been met; trainings completed,Microsoft,MS SQL Server,As needed,As needed,,
REC-0014-S,Recreation and Parks,REX,Software system used to track and report calls for service to Park Rangers,"Call/Request, Location, Reason for Call, Description of Ranger's response",Microsoft,MS SQL Server,Continuous,Continuous,Level 3 - Sensitive,Level 2 - Internal Use
REC-0015-S,Recreation and Parks,RTS,Database used to track payments to RPD accrued as revenue,"Payor, Date, Amount paid, Revenue code",Microsoft,MS SQL Server,Daily,Monthly,,
REC-0016-S,Recreation and Parks,Telecom,Track call activity on RPD's phone system,RPD Call and Charge detail,Microsoft,MS SQL Server,Continuous,Continuous,,
REC-0017-S,Recreation and Parks,Telestaff,Scheduling tool for the Park Ranger unit,"Employee identifying information, labor costs, work/union rules, shift date, shift length",Kronos,COTS,Continuous,Continuous,Level 3 - Sensitive,Level 3 - Sensitive
REC-0019-S,Recreation and Parks,WEBTMA,"Work Order tracking, scheduling and cost estimating","Project, Task, Location, Hours worked, Trade performing task, hourly labor cost, total project or task costs",TMA Systems,COTS,Continuous,Continuous,Level 1 - Public,Level 1 - Public
REC-0020-S,Recreation and Parks,RPDGIS,"Create geographical representations of RPD properties, facilities, and amenities","Geographic and spatial data on RPD properties, facilities, and amenities",Microsoft,MS SQL Server,Continuous,Continuous,Level 1 - Public,Level 1 - Public
REC-0021-S,Recreation and Parks,ActiveNet,Registration system for recreation programs and classes,"Recreation class and program information, including, dates, locations, and summary registration statistics",Active Network,Active Net,Continuous,Continuous,,
REC-0023-S,Recreation and Parks,Donations,Track donations to the Department,"Donor name/entity, donation date, donation amount ($)",Microsoft,Excel,Monthly,Monthly,Level 1 - Public,Level 1 - Public
REC-0023-S,Recreation and Parks,PFS,"Track employees' classifications and supervisor/supervisee relationships; also keeps track of employees' personal information, including home addresses and social security numbers","Employee name, phone number, classification, supervisor, direct reports",Microsoft,Access,Bi-Weekly,Bi-Weekly,Level 4 - Protected,Level 1 - Public
REC-0025-S,Recreation and Parks,EZ Links,Track and manage online golf reservations,"Golf course, date & time of reservation, cost, number of players","PGA Tour, Inc.",Tee Sheets,Daily,Daily,Level 2 - Internal Use,Level 1 - Public
REC-0026-S,Recreation and Parks,Internet,"Make information about RPD's parks, facilities, and services available to the public","Park hours, locations; class hours, locations, fees; news",Wordpress,Wordpress,Daily,Daily,Level 1 - Public,Level 1 - Public
REC-0027-S,Recreation and Parks,Intranet,post and make available information useful to Department employees,"forms, employee contact informationm, information about internal procedures",Wordpress,Wordpress,Daily,Daily,Level 2 - Internal Use,Level 1 - Public
REC-0028-S,Recreation and Parks,Marina Manager,"SF Marina accounting, reservation, and operations management","Berth reservations and vacancies, lease rates, lease payment information",Kord Information Systems,Total Marina Package,Daily,Monthly,Level 3 - Sensitive,Level 1 - Public
REC-0029-S,Recreation and Parks,Nursery Inventory Management Application (NIMA),tracks plant inventory,"Plant type, quantity, order date, cost",Microsoft,SQL,Weekly,Weekly,Level 2 - Internal Use,Level 1 - Public
REC-0031-S,Recreation and Parks,RPS,track and manage hours worked by temporary employees,"Employee name, work date & time, # hours",Microsoft,Access,Daily,Daily,Level 1 - Public,Level 1 - Public
REC-0032-S,Recreation and Parks,Sharepoint,staff collaboration and document sharing,documents,Microsoft,Sharepoint,Daily,Daily,Level 2 - Internal Use,Level 1 - Public
REC-0033-S,Recreation and Parks,Strategic Plan,Track RPD's strategic planning initiatives and objectives,"Objective, initiative, lead division, support division, timeline",Airtable,Airtable,Annually,Annually,Level 1 - Public,Level 1 - Public
REG-0001-S,Elections,EIMS,"Maintains voter registration, precincts, districts, poll workers, and ballot information.",Election Information Management System.,DFM,MS SQL Server,As Needed,As Needed,Level 4 - Protected,Level 1 - Public
REG-0002-S,Elections,WinEDS,Tabulates election results and generates reports.,Vote Tabulation System. Election Results.,Dominion,MS SQL Server,As Needed,As Needed,Level 1 - Public,Level 1 - Public
REG-0003-S,Elections,IRIS,Tracks incidents reported to the Election Center on election day and coordinates response.,Election Day Incident Reporting Information System.,n/a,MS SQL Server,As Needed,As Needed,Level 1 - Public,Level 1 - Public
REG-0004-S,Elections,Outreach DB,"Tracks community organizations, events, staff, and materials.",Database of community contacts and outreach presentation scheduling system,n/a,MS SQL Server,As Needed,As Needed,Level 1 - Public,Level 1 - Public
REG-0006-S,Elections,Ballot Tracking DB,"Tracks all vote-by-mail and provisional ballots through tabulation process, including sorting, extraction, qc, tabulation, and exceptions","Tracks all vote-by-mail and provisional ballots through tabulation process, including sorting, extraction, qc, tabulation, and exceptions",n/a,MySQL,As Needed,As Needed,Level 1 - Public,Level 1 - Public
REG-0007-S,Elections,RFID Equipment Inventory,Tracks all votiming machines and equipment stored at the department's warehouse,Tracks all votiming machines and equipment stored at the department's warehouse,n/a,MS SQL Server,As Needed,As Needed,Level 1 - Public,Level 1 - Public
RNT-0001-S,Rent Arbitration Board,Petition and notice tracking system,Petition and other required filings tracking system.,"The system of record for eviction notices, petitions, and appeals to the Rent Board",Apple/FileMaker,Filemaker Pro,Continuous,Monthly,Level 3 - Sensitive,Level 1 - Public
TIS-0001-S,GSA - Technology,Enterprise Addressing System,"So that City employees can create, edit, retire, and query street addresses.","Street addresses that lie generally within the city limits, and the one or more parcels that are associated with those street addresses.",Open Source,PostgreSQL,Continuous,Continuous,Level 1 - Public,Level 1 - Public
TIS-0002-S,GSA - Technology,SFGIS System of Record PostgreSQL/ArcSDE database,"Also known as the SFGIS Enterprise ArcSDE Geodatabase, this is the primary internal source of both restricted and unrestricted geospatial data sets.","Contains geospatial, and some tabular, data set that have been created by City departments, purchased for City-wide distribution, or acquired from regional partners, for example basemap, US Census, and Dun & Bradstreet data.",Esri,Enterprise geodatabase,Daily,Daily,Level 1 - Public,Level 1 - Public
TIS-0003-S,GSA - Technology,Google Analytics,"To track, and report on, the website traffic for all of the City's web properties that are hosted on the City's Drupal-based web content management system.","Contains counts of page visitions, impressions and clicks; and device and search types, among other data.",Google,Google Analytics,Continuous,Continuous,Level 3 - Sensitive,Level 1 - Public
TIS-0010-S,GSA - Technology,Outdoor Public Warning System (OPWS),Manage Outdoor Public Warning System Sirens,Siren locations,,,As needed,As needed,Level 1 - Public,Level 1 - Public
TIS-0011-S,GSA - Technology,SFGIS Portal Image Services,Provide imagery services for use in applications,Imagery of San Francisco over time,Esri,ArcGIS Server,As needed,As needed,Level 1 - Public,Level 1 - Public
TIS-0012-S,GSA - Technology,Facility System of Record (FSR),Central source for maintaining City Facilities,"City Facilities, City Lands","Esri, PostgreSQL",PostgreSQL,As needed,As needed,Level 1 - Public,Level 1 - Public
TTX-0001-S,Treasurer-Tax Collector,Aumentum,"Tax software for collection, billing and management of trust taxes and regulatory licenses.","Business Tax online filing and data entry documents search - tax billing, collection cashiering and special assessments.",Thomson Reuters,Aumentum,Continuous,Continuous,Level 3 - Sensitive,Level 1 - Public
TTX-0008-S,Treasurer-Tax Collector,APS,Application for billing false alarms and permit licenses.,System for tracking every alarm site for annual registration and dispatch request for a law enforcement agency to an alarm site.,Alarm Program Systems LLC,Salesforce application Alarm Program Systems - False Alarm Billing and Permit Management Application,Daily,Daily,Level 1 - Public,Level 1 - Public
TTX-0011-S,Treasurer-Tax Collector,Excel and CSS,To open and maintain Children's Savings Accounts (CSA),Kindergarden to college [K2C]program; save and plan for college starting on the first day of school. Comprise of bank accounts records- college savings funds from depositors; funds held at Citibank,Citibank,CSS and Excel,Daily,Daily,Level 4 - Protected,Level 3 - Sensitive
TTX-0013-S,Treasurer-Tax Collector,Microsoft Excel/SQL,Financial records management,financial records and files for Banking Unit,Microsoft,MS Excel,Daily,Daily,Level 4 - Protected,Level 3 - Sensitive
TTX-0018-S,Treasurer-Tax Collector,Image RPS and ONBASE,"System for processing lockbox payments, checks, POS, workflow and imaging.","Cashiering system- payment and corespondence processing, document retrieval,custom queries",Hyland,OnBase,Continuous,Continuous,Level 4 - Protected,Level 3 - Sensitive
TTX-0019-S,Treasurer-Tax Collector,Aumentum,"System for tracking, billing and management of regulatory licenses.","Records of regulatory license fees mandated by the San Francis Municipal Code, Part III. It is also responsible for the recording, balancing, reporting of all license payments",Thomson Reuters,Aumentum,Daily,Daily,Level 4 - Protected,Level 4 - Protected
TTX-0020-S,Treasurer-Tax Collector,CSS,Receivables tracking and management system,"Delinquent revenue collection software that streamlines and organizes methods of collecting outstanding accounts. It automates debtor accounts, includes correspondence, compilation of court records,  medical records, skip tracing records, and payments.",Collection Services Software,Impact HD 2.0,Daily,Daily,Level 4 - Protected,Level 4 - Protected
WAR-0001-S,War Memorial,Artifax Event,"Theatrical venue scheduling and event management. Necessary data, including name and address, is collected from licensees for their rental or use War Memorial facilities.",Artifax is the War Memorial's theatrical venue scheduling and event management system.,Artifax,Artifax Event,Daily,Daily,Level 3 - Sensitive,Level 1 - Public
WOM-0001-S,Status of Women,VAW Grants Program Performance Metrics,The Violence Against Women Prevention & Intervention Grants Program collects data from its grantees both quantitatively and qualitatively tracking performance and outstanding need.,"The Violence Against Women Prevention & Intervention Grants Program data. While no direct identifiers are collected, some data could personally identify a client if enough demographic information tied to program information was exposed. We use this data to track and understand the impact of the grants programs that we fund.",Microsoft,MS Excel,Quarterly,Yearly,Level 3 - Sensitive,Level 1 - Public
WOM-0005-S,Status of Women,CCSF Gender Analyses,Part of the mission of the Commission on the Status of Women is to track and analyze Commission and Board gender-based composition.,Gender Analysis of City Departments,Microsoft,MS Excel,Yearly,Yearly,Level 2 - Internal Use,Level 1 - Public
WOM-0006-S,Status of Women,CCSF Human Trafficking Data,The Family Violence Council gathers member data regarding FamilyViolence and Human Trafficking in CCSF. Data can assist in identifying at-risk populations and gaps in service.,Human trafficking data,Microsoft,MS Excel,Yearly,Yearly,Level 1 - Public,Level 1 - Public
ADM-0138-S,GSA - City Administrator's Office,OCME-Forensic Advantage,OCME Case Mgmt System,Database that tracks cases as they move through the department from 9/1/2018,Thicit LLC,.Net/ SQL,Daily,Daily,Level 4 - Protected,Level 2 - Internal Use
ADM-0139-S,GSA - City Administrator's Office,OLSE-LCP Tracker,Track Certified payroll of contractors,Public works project certified payroll data,LCP Tracker,,Daily,Daily,Level 4 - Protected,Level 1 - Public
AIR-0041-S,Airport,Passenger Processing System (PPS),To manage flight operations,"This is a newly implemented system that will eventually replace AODB. It manages flight schedule updates, gate assignment, and baggage belt assignment.",SITA,MS SQL Server,Continuous,Daily,Level 2 - Internal Use,Level 1 - Public
CHF-0003-S,"Children, Youth & Their Families",YPQA Results,Assessments of youth program quality according to YPQA structured areas are entered into YPQA database to support ongoing performance review and improvement.,Ratings of program quality structured according to YPQA quality categories,Weikart Center for Youth Program Quality,.csv downloads,Continuous,Continuous,Level 2 - Internal Use,Level 1 - Public
DPH-0338-S,Public Health,Nextgate EMPI,Electronic Master Patient Index to create one master account number for patients seen across DPH programs,Patient identifiers,Nextgate,Custom,As Needed,As Needed,Level 4 - Protected,Level 4 - Protected
HOM-0001-S,Homelessness and Supportive Housing,ONE (Online Navigation and Entry) System,"A HUD-compliant Homeless Management Information System (HMIS) used by homelessness outreach professionals in San Francisco to identify and share information on persons who are homeless, formerly homeless, and at-risk of homelessness and prioritize them for housing and services","Contains client-level data including client profiles with identifying information and demographic information,  coordinated entry assessment questions and responses, documentation required for program enrollment, case management notes, and information on the provision of housing programs and services to homeless/formerly homeless individuals and families and persons at risk of homelessness",Bitfocus,Clarity Human Services,Continuous,Continuous,Level 4 - Protected,Level 4 - Protected
HOM-0002-S,Homelessness and Supportive Housing,Navigation Center Database,"Primary case management, operational, and reporting tool for all Navigation Centers excluding the Civic Center Hotel","Contains client level profiles, program utilization information, bed assignments, operational notes, and case management notes for Navigation Center clients",Drupal,Drupal,Continuous,Continuous,Level 4 - Protected,Level 4 - Protected
HOM-0003-S,Homelessness and Supportive Housing,SF HOT Encounters,Log of outreach attempts and resulting actions by SFHOT workers for homeless clients on the streets,"Contains client-level identifying inforamtion, demographics, and referrals and linkages to other services",Microsoft,Excel,Continuous,Monthly,Level 4 - Protected,Level 4 - Protected
HOM-0004-S,Homelessness and Supportive Housing,Homeward Bound,Database has information on clients placed through Homeward Bound including destination and cost.,"Contains client level information on Homeward Bound clients, contact information and location of receiving family members, cost of travel and stipends, and follow up information",Microsoft,Access,Continuous,Weekly,Level 4 - Protected,Level 4 - Protected
HOM-0005-S,Homelessness and Supportive Housing,Seasons of Sharing Database,For tracking applicants to Seasons of Sharing grant program and information on the services and funds administered,"Contains client level information, date, type, and amount of funds issued",Microsoft,Access,Continuous,Monthly,Level 4 - Protected,Level 4 - Protected
HOM-0006-S,Homelessness and Supportive Housing,CHANGES,Single Adult Shelter Reservation system for shelter bed inventory management and client reservations,"Client level identifying information and demographic data, information related to benefits eligibility status, shelter bed reservation and utilization information, and shelter bed inventory",Adobe,ColdFusion 11,Continuous,Continuous,Level 4 - Protected,Level 4 - Protected
LIB-0002-S,Public Library,Staffnet,"Staff use intranet containing employee phone directory; job announcements; draft reports, memos, and meeting minutes, statistics, links to other city systems commonly used by employees (i.e. eMerge)",Data is used by SFPL employees to access relevant data relevant to employment and daily operations of SFPL.,n/a Internal webpage desinged in-house,Staffnet,Continuous,Continuous,Level 2 - Internal Use,Level 2 - Internal Use
LIB-0003-S,Public Library,Incident Tracker,Database for tracking and detailing security warnings or incidents that may require suspension of library privileges for a fixed period of time and/or intervention of law enforcement,"Data is used by SFPL employees to detail incidents and identify patrons temporarily suspended from library facilities for violations of Patron Code of Conduct or legal violations, and to store Suspension Notices provided to patrons detailing when and why they are temporarily suspended from the public library.  Information may include patron's name, age, and/or a physical description","McKula, Inc.",Incident Tracker,Continuous,Continuous,Level 3 - Sensitive,Level 3 - Sensitive
MYR-0032-S,Mayor,Plus Housing,"Used to track applicants to the Plus Housing Program, a housing prioritization program for low-income people living with HIV.","Plus Housing applicant information (name, address, contact information, income, rent, demogrpahics including SOGI)",Microsoft,Excel,Continuous,Continuous,Level 4 - Protected,Level 4 - Protected
MYR-0033-S,Mayor,HOPWA Housing Program,"Used to track recipients  of HOPWA housing subsidy Program, a housing prioritization program for low-income people living with HIV.","HOPWA subsidy recipiant information (name, address, contact information, income, rent, demogrpahics including SOGI)",Microsoft,Excel,Continuous,Continuous,Level 4 - Protected,Level 4 - Protected
